Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id44;Мужской;29;Высшее;Логистика;sentence5.2; - ;19A
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id45;Мужской;25;Высшее;Инженерное дело;sentence5.2; - ;19A
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id46;Женский;24;Высшее;IT;sentence5.2; - ;19A
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence5.2; - ;19A
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id48;Женский;23;Среднее профессиональное;Работа;sentence5.2; - ;19A
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence5.2; - ;19A
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;coord;id50;Женский;20;Среднее профессиональное;Работа;sentence5.2; - ;19A
2;филлер;восклицание;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler13.2;правильная интерпретация;20C
2;филлер;восклицание;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler13.2;правильная интерпретация;20C
3;филлер;восклицание;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler13.2;правильная интерпретация;20C
2;филлер;восклицание;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler13.2;правильная интерпретация;20C
4;филлер;восклицание;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler13.2;правильная интерпретация;20C
3;филлер;восклицание;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler13.2;правильная интерпретация;20C
5;филлер;восклицание;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler13.2;правильная интерпретация;20C
1;филлер;восклицание;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler12.2;неправильная интерпретация;31C
3;филлер;восклицание;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler12.2;неправильная интерпретация;31C
5;филлер;восклицание;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler12.2;неправильная интерпретация;31C
3;филлер;восклицание;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler12.2;неправильная интерпретация;31C
5;филлер;восклицание;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler12.2;неправильная интерпретация;31C
3;филлер;восклицание;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler12.2;неправильная интерпретация;31C
4;филлер;восклицание;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler12.2;неправильная интерпретация;31C
2;филлер;восклицание;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler12.2;неправильная интерпретация;31C
3;филлер;восклицание;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler12.2;неправильная интерпретация;31C
5;филлер;восклицание;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler12.2;неправильная интерпретация;31C
3;филлер;восклицание;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler12.2;неправильная интерпретация;31C
2;филлер;восклицание;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler12.2;неправильная интерпретация;31C
1;филлер;восклицание;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler12.2;неправильная интерпретация;31C
2;филлер;восклицание;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler12.2;неправильная интерпретация;31C
5;филлер;восклицание;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler12.2;неправильная интерпретация;31C
5;филлер;восклицание;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler12.2;неправильная интерпретация;31C
4;филлер;восклицание;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler12.2;неправильная интерпретация;31C
3;филлер;восклицание;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler12.2;неправильная интерпретация;31C
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence7.2; - ;1A
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence7.2; - ;1A
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence7.2; - ;1A
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id32;Женский;20;Основное общее;Лингвистика;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id33;Мужской;25;Высшее;IT;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id36;Женский;20;Основное общее;Учеба;sentence7.2; - ;1A
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id37;Женский;20;Неоконченное высшее;Филология;sentence7.2; - ;1A
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id42;Мужской;22;Высшее;Юриспруденция;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id44;Мужской;29;Высшее;Логистика;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id45;Мужской;25;Высшее;Инженерное дело;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id46;Женский;24;Высшее;IT;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id48;Женский;23;Среднее профессиональное;Работа;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence7.2; - ;1A
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;coord;id50;Женский;20;Среднее профессиональное;Работа;sentence7.2; - ;1A
1;филлер;вопрос;single; - ; - ; - ;id51;Женский;21;Неоконченное высшее;IT;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id52;Женский;20;Неоконченное высшее;IT;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id53;Мужской;20;Неоконченное высшее;IT;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id54;Женский;20;Неоконченное высшее;Психология;filler16.1;неправильная интерпретация;14C
5;филлер;вопрос;single; - ; - ; - ;id55;Мужской;23;Неоконченное высшее;IT;filler16.1;неправильная интерпретация;14C
2;филлер;вопрос;single; - ; - ; - ;id56;Мужской;20;Среднее общее;Учеба;filler16.1;неправильная интерпретация;14C
3;филлер;вопрос;single; - ; - ; - ;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
2;филлер;вопрос;single; - ; - ; - ;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
2;филлер;вопрос;single; - ; - ; - ;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id64;Женский;30;Высшее;Экономика;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id65;Женский;24;Высшее;Маркетинг;filler16.1;неправильная интерпретация;14C
5;филлер;вопрос;single; - ; - ; - ;id66;Женский;22;Высшее;Менеджмент;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id67;Мужской;24;Высшее;Строительство;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id68;Мужской;28;Высшее;Экология;filler16.1;неправильная интерпретация;14C
4;филлер;вопрос;single; - ; - ; - ;id69;Женский;26;Высшее;Экономика;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;filler16.1;неправильная интерпретация;14C
5;филлер;вопрос;single; - ; - ; - ;id71;Мужской;21;Среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id73;Женский;30;Высшее;IT;filler16.1;неправильная интерпретация;14C
3;филлер;вопрос;single; - ; - ; - ;id74;Мужской;21;Среднее общее;Учеба;filler16.1;неправильная интерпретация;14C
1;филлер;вопрос;single; - ; - ; - ;id75;Мужской;20;Неоконченное высшее;Экономика;filler16.1;неправильная интерпретация;14C
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id51;Женский;21;Неоконченное высшее;IT;sentence17.1; - ;8B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id52;Женский;20;Неоконченное высшее;IT;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id53;Мужской;20;Неоконченное высшее;IT;sentence17.1; - ;8B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id54;Женский;20;Неоконченное высшее;Психология;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id55;Мужской;23;Неоконченное высшее;IT;sentence17.1; - ;8B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id56;Мужской;20;Среднее общее;Учеба;sentence17.1; - ;8B
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence17.1; - ;8B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id64;Женский;30;Высшее;Экономика;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id65;Женский;24;Высшее;Маркетинг;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id66;Женский;22;Высшее;Менеджмент;sentence17.1; - ;8B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id67;Мужской;24;Высшее;Строительство;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id68;Мужской;28;Высшее;Экология;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id69;Женский;26;Высшее;Экономика;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id71;Мужской;21;Среднее профессиональное;Искусство;sentence17.1; - ;8B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id73;Женский;30;Высшее;IT;sentence17.1; - ;8B
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id74;Мужской;21;Среднее общее;Учеба;sentence17.1; - ;8B
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;non-coord;id75;Мужской;20;Неоконченное высшее;Экономика;sentence17.1; - ;8B
4;филлер;восклицание;single; - ; - ; - ;id51;Женский;21;Неоконченное высшее;IT;filler13.1;правильная интерпретация;20C
4;филлер;восклицание;single; - ; - ; - ;id52;Женский;20;Неоконченное высшее;IT;filler13.1;правильная интерпретация;20C
1;филлер;восклицание;single; - ; - ; - ;id53;Мужской;20;Неоконченное высшее;IT;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id54;Женский;20;Неоконченное высшее;Психология;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id55;Мужской;23;Неоконченное высшее;IT;filler13.1;правильная интерпретация;20C
4;филлер;восклицание;single; - ; - ; - ;id56;Мужской;20;Среднее общее;Учеба;filler13.1;правильная интерпретация;20C
3;филлер;восклицание;single; - ; - ; - ;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
3;филлер;восклицание;single; - ; - ; - ;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;filler13.1;правильная интерпретация;20C
3;филлер;восклицание;single; - ; - ; - ;id64;Женский;30;Высшее;Экономика;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id65;Женский;24;Высшее;Маркетинг;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id66;Женский;22;Высшее;Менеджмент;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id67;Мужской;24;Высшее;Строительство;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id68;Мужской;28;Высшее;Экология;filler13.1;правильная интерпретация;20C
4;филлер;восклицание;single; - ; - ; - ;id69;Женский;26;Высшее;Экономика;filler13.1;правильная интерпретация;20C
3;филлер;восклицание;single; - ; - ; - ;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id71;Мужской;21;Среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;filler13.1;правильная интерпретация;20C
4;филлер;восклицание;single; - ; - ; - ;id73;Женский;30;Высшее;IT;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id74;Мужской;21;Среднее общее;Учеба;filler13.1;правильная интерпретация;20C
5;филлер;восклицание;single; - ; - ; - ;id75;Мужской;20;Неоконченное высшее;Экономика;filler13.1;правильная интерпретация;20C
2;филлер;восклицание;single; - ; - ; - ;id51;Женский;21;Неоконченное высшее;IT;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id52;Женский;20;Неоконченное высшее;IT;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id53;Мужской;20;Неоконченное высшее;IT;filler8.1;правильная интерпретация;22C
1;филлер;восклицание;single; - ; - ; - ;id54;Женский;20;Неоконченное высшее;Психология;filler8.1;правильная интерпретация;22C
5;филлер;восклицание;single; - ; - ; - ;id55;Мужской;23;Неоконченное высшее;IT;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id56;Мужской;20;Среднее общее;Учеба;filler8.1;правильная интерпретация;22C
3;филлер;восклицание;single; - ; - ; - ;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
5;филлер;восклицание;single; - ; - ; - ;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
5;филлер;восклицание;single; - ; - ; - ;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id64;Женский;30;Высшее;Экономика;filler8.1;правильная интерпретация;22C
1;филлер;восклицание;single; - ; - ; - ;id65;Женский;24;Высшее;Маркетинг;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id66;Женский;22;Высшее;Менеджмент;filler8.1;правильная интерпретация;22C
1;филлер;восклицание;single; - ; - ; - ;id67;Мужской;24;Высшее;Строительство;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id68;Мужской;28;Высшее;Экология;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id69;Женский;26;Высшее;Экономика;filler8.1;правильная интерпретация;22C
2;филлер;восклицание;single; - ; - ; - ;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;filler8.1;правильная интерпретация;22C
5;филлер;восклицание;single; - ; - ; - ;id71;Мужской;21;Среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
5;филлер;восклицание;single; - ; - ; - ;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id73;Женский;30;Высшее;IT;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id74;Мужской;21;Среднее общее;Учеба;filler8.1;правильная интерпретация;22C
4;филлер;восклицание;single; - ; - ; - ;id75;Мужской;20;Неоконченное высшее;Экономика;filler8.1;правильная интерпретация;22C
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id51;Женский;21;Неоконченное высшее;IT;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id52;Женский;20;Неоконченное высшее;IT;sentence18.1; - ;30B
2;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id53;Мужской;20;Неоконченное высшее;IT;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id54;Женский;20;Неоконченное высшее;Психология;sentence18.1; - ;30B
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id55;Мужской;23;Неоконченное высшее;IT;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id56;Мужской;20;Среднее общее;Учеба;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence18.1; - ;30B
4;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence18.1; - ;30B
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence18.1; - ;30B
2;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence18.1; - ;30B
4;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence18.1; - ;30B
2;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence18.1; - ;30B
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence18.1; - ;30B
4;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id64;Женский;30;Высшее;Экономика;sentence18.1; - ;30B
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id65;Женский;24;Высшее;Маркетинг;sentence18.1; - ;30B
2;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id66;Женский;22;Высшее;Менеджмент;sentence18.1; - ;30B
1;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id67;Мужской;24;Высшее;Строительство;sentence18.1; - ;30B
