answers;Филлер/стимул;sent_type;single/pair;порядок;syntacticrole;cordination;id;пол;возраст;уровень образования;сфера;sentence;правильность филлера;номер предложения;order
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id80;Мужской;20;Неоконченное высшее;Учеба;sentence30.2; - ;32B;direct
1;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id81;Женский;25;Высшее;Консалтинг;sentence30.2; - ;32B;direct
1;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id82;Женский;24;Высшее;Дизайн;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id83;Мужской;25;Неоконченное высшее;IT;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence30.2; - ;32B;direct
2;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id85;Мужской;24;Высшее;IT;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence30.2; - ;32B;direct
4;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id90;Женский;21;Среднее общее;Менеджмент;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id91;Мужской;25;Высшее;Преподавание;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id93;Мужской;20;Неоконченное высшее;Медицина;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence30.2; - ;32B;direct
1;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id95;Женский;20;Среднее общее;Юриспруденция;sentence30.2; - ;32B;direct
4;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id98;Женский;20;Высшее;Экономика;sentence30.2; - ;32B;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id99;Мужской;27;Высшее;Логистика;sentence30.2; - ;32B;direct
4;стимул;excl;pair;аргумент-адъюнкт;adjarg;non-coord;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence30.2; - ;32B;direct
