answers;Филлер/стимул;sent_type;single/pair;порядок;syntacticrole;cordination;id;пол;возраст;уровень образования;сфера;sentence;правильность филлера;номер предложения;order
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id99;Мужской;27;Высшее;Логистика;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence17.2; - ;8B;indirect
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id76;Мужской;20;Основное общее;IT;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence19.2; - ;20B;direct
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id79;Женский;22;Высшее;Иностранные языки;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence19.2; - ;20B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id81;Женский;25;Высшее;Консалтинг;sentence19.2; - ;20B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id82;Женский;24;Высшее;Дизайн;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id83;Мужской;25;Неоконченное высшее;IT;sentence19.2; - ;20B;direct
2;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence19.2; - ;20B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id85;Мужской;24;Высшее;IT;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence19.2; - ;20B;direct
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id90;Женский;21;Среднее общее;Менеджмент;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id91;Мужской;25;Высшее;Преподавание;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence19.2; - ;20B;direct
3;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id95;Женский;20;Среднее общее;Юриспруденция;sentence19.2; - ;20B;direct
3;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id98;Женский;20;Высшее;Экономика;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id99;Мужской;27;Высшее;Логистика;sentence19.2; - ;20B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence19.2; - ;20B;direct
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id76;Мужской;20;Основное общее;IT;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id79;Женский;22;Высшее;Иностранные языки;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence29.2; - ;24B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id81;Женский;25;Высшее;Консалтинг;sentence29.2; - ;24B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id82;Женский;24;Высшее;Дизайн;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence29.2; - ;24B;direct
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence29.2; - ;24B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id85;Мужской;24;Высшее;IT;sentence29.2; - ;24B;direct
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id91;Мужской;25;Высшее;Преподавание;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence29.2; - ;24B;direct
1;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence29.2; - ;24B;direct
3;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id98;Женский;20;Высшее;Экономика;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id99;Мужской;27;Высшее;Логистика;sentence29.2; - ;24B;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence29.2; - ;24B;direct
